Certificate Number,Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Expiration Date,Status,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number ,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program ,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance ,Georeference
24-635SL-CR,"Cunningham Excavation, Inc.","Cunningham Excavation, Inc",Corporation,No,No,,PO Box 420,,Cazenovia,NY,13035,3156555800,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-637EN-CR,"Cunningham Trucking, LLC","Cunningham Excavation, Inc",Corporation,No,No,,PO Box 267,,Cazenovia,NY,13035,3156550399,12/06/2024,12/06/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
25-64O1Z-CR,"Curran Construction, LLC",,LLC,No,No,,5838 S Centenary Rd,,Williamson,NY,14589,5853702018,01/21/2025,01/21/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.11102 43.21094)
24-648BP-CR,"Current Electrical Systems, Inc.",,Corporation,No,No,,4011 Amsterdam Road,,Scotia,NY,12302,5183994087,12/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.02259 42.86722)
24-63HUH-CR,"Current Fire Protection, Inc.",,Corporation,No,No,,4A Aerial Way,,Syosset,NY,11791,5166088366,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-73.51853 40.80087)
24-64ECS-CR,"CURTIS LUMBER CO., INC.",,Corporation,No,No,,885 Route 67,,Ballston Spa,NY,12020,5183800468,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.84593 42.97258)
24-648F6-CR,Curtis Partition Corporation,,Corporation,Yes,No,,253 West 35th Street,9th Floor,New York,NY,10001,6463156700,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,POINT (-73.99215 40.7525)
25-64KOT-CR,"Curtis Trucking Company, Inc.",,Corporation,No,No,,8126 Old Sunridge Dr.,,Manlius,NY,13104,3152566513,01/04/2025,01/04/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.96037 43.0008)
25-64KDP-CR,Custombuilt Homes Inc.,,Corporation,Yes,No,,8416 253 Street,,Bellerose,NY,11426,9172140057,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.71452 40.73537)
24-63APQ-CR,Custom Casework Installation Corp.,,Corporation,No,No,,164 Dug Rd,,Chester,NY,10918,8459887791,11/21/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.22958 41.31813)
25-641GV-CR,Custom Clay Inc.,,Corporation,No,No,,85 Oak Drive,,Syosset,NY,11791,5163642972,01/27/2025,01/27/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.51516 40.80653)
25-64LHG-CR,"Custom Computer Specialists, LLC",CCS,LLC,No,No,,70 Suffolk Court,,Hauppauge,NY,11788,6318646699,02/03/2025,02/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.25191 40.81453)
24-64Y7F-CR,"Custom Crews, Inc.",,Corporation,No,No,,6111 Old Niagara Rd.,,Lockport,NY,14094,7164346600,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.70305 43.19401)
25-64PYI-CR,Custom Design Innovations LLC,,LLC,Yes,No,,156-15 146th Ave,Suite 206,Jamaica,NY,11434,7186359070,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.78204 40.66348)
24-63H5V-CR,"Custom Exterior Systems, Inc.",,Corporation,No,No,,12 ORANGE TURNPIKE,,SLOATSBURG,NY,10974,8457538070,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-74.19348 41.15105)
25-64K9V-CR,Custom Installs Inc.,,Corporation,No,No,,742 South River Drive,,Forked River,NY,08731,7326167563,01/06/2025,01/06/2027,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.1988 39.8222)
25-64CNB-CR,"Custom Lighting Services, LLC",Black & McDonald,LLC,No,No,,6518 Fremont Road,,East Syracuse,NY,13057,3158988751,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.02852 43.08644)
24-648SN-CR,"Custom Mix Concrete, Inc.",,Corporation,No,Yes,"John A Pipher, Joan M Pipher",1229 Lowman Rd.,,Lowman,NY,14861,6077370281,12/28/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.73486 42.06704)
25-64VJX-CR,"CUSTOM STREET SERVICES, LLC",,LLC,No,No,,13 Miron Dr,,Poughkeepsie,NY,12603,8458894142,01/07/2025,01/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.91469 41.6563)
24-634IE-CR,Custom Tile Inc,Custom Tile Inc,Corporation,No,No,,31 a Werner Road,A,Clifton Park,NY,12065,5188016158,12/02/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.74099 42.86914)
24-64BKO-CR,Cutaia Trucking LLC.,,LLC,No,No,,595 Dunnbridge Drive,,Webster,NY,14580,5857219936,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.49298 43.23313)
25-64CUA-CR,"Cutmore Construction, Inc.",,Corporation,No,No,,215 Tunnel Rd,,Port Crane,NY,13833,6076931156,01/09/2025,01/09/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.74496 42.18708)
24-634BF-CR,"Cutting Edge Group, LLC",,LLC,Yes,No,,PO Box 733,,Lake George,NY,12845,5187984151,11/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
25-64KSO-CR,"CUTTING EDGE INSTALLATIONS, INC.",Cutting Edge Installations,Corporation,Yes,No,,4 Anngina Drive,,Enfield,NY,06082,8602530362,01/06/2025,01/06/2027,Active,No,Out of State,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-72.53738 42.00251)
24-64R8H-CR,"CVF, Inc.",,Corporation,Yes,No,,100 BURKHARDT AVE,,Depew,NY,14043,7168361673,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-78.71494 42.91211)
24-648FO-CR,CVM Construction Corp.,,Corporation,No,No,,34-35 56th Street,,Woodside,NY,11377,7188980007,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.90571 40.75152)
24-64Y7I-CR,"CWG EXCAVATING & TIMBERING, LLC",Chad W Gerstel DBA CWG Excavating & Timbering,LLC,No,No,,152 Greenes Brook Rd,,BERLIN,NY,12022,5184237978,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.3509 42.6643)
25-64XZ3-CR,CW PIPING LLC,,LLC,Yes,No,,85 Woodmill Dr,,Rochester,NY,14626,5857349512,01/17/2025,01/17/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-77.70707 43.22896)
24-64GK4-CR,CW SHEET METAL INC.,,Corporation,No,No,,46-28 54TH AVENUE,,MASPETH,NY,11378,7187293801,12/24/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.92068 40.73142)
24-64F5X-CR,"C.W. SITE DEVELOPMENT, LLC",,LLC,No,No,,P.O. Box 184,,Bernhards Bay,NY,13028,3154405343,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64YQZ-CR,"CW TREE, LLC",,LLC,No,No,,625 Dimmock Hill Rd,,Binghamton,NY,13905,6073431625,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.94681 42.19137)
24-64BGJ-CR,Cynna Enterprises LLC,,LLC,No,No,,57 E 7th Street,,Clifton,NJ,07011,8563990127,12/15/2024,12/29/2026,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-74.13477 40.88805)
24-636PA-CR,CZE Floors and More LLC,CZE Floors and More,Corporation,No,No,,810 South Park Ave,,Buffalo,NY,14207,7162257361,12/10/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.85073 42.86812)
25-64Z1P-CR,Dabico A-Bridge LLC,,LLC,No,No,,5425 Poindexter Drive,,Indianapolis,IN,46235,3178847278,02/11/2025,02/11/2027,Active,No,Out of State,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-85.98332 39.85235)
24-6331F-CR,"D.A. Collins Construction Co., Inc.",,Corporation,No,No,,269 Ballard Road,,Wilton,NY,12831,5186649855,11/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,Yes,No,Yes,Yes,No,POINT (-73.73067 43.17239)
24-639JU-CR,"D.A. Collins Environmental Services, LLC",,LLC,No,No,,269 Ballard Road,,Wilton,NY,12831,5186649855,12/11/2024,12/29/2026,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.73067 43.17239)
24-63H67-CR,"DADE ELECTRIC, INC.",,Corporation,Yes,No,,425 High Street,,Athol,NY,12810,5186235756,12/06/2024,12/29/2026,Active,Yes,,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.85472 43.49517)
25-641P5-CR,"Daggett Sand & Gravel, Inc.",,Corporation,No,No,,4716 STATE ROUTE 328,,MILLERTON,PA,13936,5705372220,01/27/2025,01/27/2027,Active,No,Out of State,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.95713 41.96751)
24-6341I-CR,"D'AGOSTINO GENERAL CONTRACTORS, INC.",,Corporation,No,No,,803 Linden Ave,,Rochester,NY,14625,5856412000,12/02/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.50216 43.11996)
24-64FOL-CR,"D'Agostino Iron Works, Inc.",,Corporation,No,No,,10 Deep Rock Road,,Rochester,NY,14624,5852358850,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.67868 43.12948)
25-64T1B-CR,DAG SECURITY SERVICE INC.,,Corporation,Yes,No,,2815 beverley road #5k,,Brooklyn,NY,11226,7184843920,01/23/2025,01/23/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.95035 40.64505)
25-64TEX-CR,"Daidone Electric, Inc.",,Corporation,No,No,,200 Raymond Blvd,,Newark,NJ,07105,9736905216,01/23/2025,01/23/2027,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-74.12738 40.73438)
24-648ES-CR,"Dailey Electric, Inc.",Dailey Geothermal,Corporation,No,No,,140 Sheppard Street,,Penn Yan,NY,14527,3155318108,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.05484 42.66742)
25-64XYJ-CR,"Dailey Precast, LLC",,LLC,No,No,,295 Airport Road,,Shaftsbury,VT,05262,8024424418,01/15/2025,01/15/2027,Active,Yes,,Yes,No,No,,,,,No,Yes,No,No,No,Yes,No,POINT (-73.20381 42.95505)
24-63795-CR,"DAISY VENTURES NY, INC.",,Corporation,Yes,No,,2021 LENOX RD,,SCHENECTADY,NY,12308,5183911864,12/09/2024,12/29/2026,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.91738 42.82768)
24-648DU-CR,DAKOTA PROPERTY PRESERVATION & HOME IMPROVEMENT LLC,,LLC,Yes,No,,15 E Cherry St.,,Central Islip,NY,11787,6313505227,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.18792 40.78012)
24-64R5G-CR,"Daktronics, Inc.",,Corporation,No,Yes,Reece  Kurtenbach,201 Daktronics Drive,,Brookings,SD,57006,6056920200,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-96.75171 44.30837)
24-6331P-CR,"Dalrymple Gravel and Contracting Company, Inc.",,Corporation,No,No,,990 County Route 64,,Elmira,NY,14903,6077376200,11/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.86893 42.15468)
25-64PFJ-CR,Daly Brothers Contracting LLC,,Partnership,No,No,,407 Midland Lake Rd,,Middletown,NY,10941,8456493517,01/10/2025,01/10/2027,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-74.38336 41.49269)
24-64R4Y-CR,Daman Construction Group Inc.,,Corporation,No,No,,8142 Passer Rd.,,Blossvale,NY,13308,3153373367,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.60332 43.25311)
25-64UGG-CR,"Damaste, Inc.",,Corporation,Yes,No,,513 Underhill Ave.,Suite 1,Bronx,NY,10473,3475138096,01/29/2025,01/29/2027,Active,No,Other,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-73.8588 40.81584)
25-64J1G-CR,"D'Amato Conversano, Inc., P.C.",DCI Engineers,Corporation,No,No,,818 Stewart Street,Suite 1000,Seattle,WA,98101,2067878950,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-122.33465 47.61545)
24-64RCZ-CR,"D'Amico Mechanical, LLC",D'Amico Mechanical LLC,LLC,No,No,,68 Middle Street,,GENEVA,NY,14456,3157897062,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.97651 42.87274)
24-64RVJ-CR,"DAN BROWN CONSTRUCTION, LLC",,LLC,No,No,,2 Valley Street,,ENDWELL,NY,13760,6072051001,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.01716 42.10824)
24-64YBN-CR,"Dan Gernatt Gravel Products, Inc.",,Corporation,No,No,,13870 Taylor Hollow Rd,,Collins,NY,14034,7165323371,12/12/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-78.94095 42.50183)
25-64SSA-CR,DANIEL A HAYNES JR,Haynes Backhoe Service,Corporation,Yes,No,,921 W State Rd,,Cortland,NY,13045,6078356653,02/07/2025,02/07/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.21508 42.51923)
24-633U7-CR,"DANIEL J. LYNCH, INC.",,Corporation,Yes,No,,3000 WAYNE ST,,ENDWELL,NY,13760,6077483342,11/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,POINT (-76.0295 42.10956)
24-64Y9E-CR,Daniel Long Enterprises LLC,,LLC,No,No,,6458 New Hudson Rd.,,Black Creek,NY,14714,7168705578,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-78.24618 42.28066)
25-64KR5-CR,Daniels Signs Inc,,Corporation,No,No,,PO Box 213,,West Chazy,NY,12992,5184932278,01/03/2025,01/03/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-648E4-CR,Daniel T. Holmes,DH Dirt Services,Sole Proprietorship,No,No,,237 Sweetman Road,,Ballston Spa,NY,12020,5183767059,12/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.93631 42.94143)
24-6339K-CR,"Dan's Hauling & Demo, Inc.",,Corporation,No,No,,PO BOX 585,,West Sand Lake,NY,12196,5184389800,11/27/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64N7K-CR,"Darante Construction, Ltd.",,Corporation,Yes,No,,15 Nepperhan Ave,,"Elmsford, NY",NY,10523,9143453330,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,No,No,No,Yes,No,POINT (-73.81901 41.05652)
24-64G4K-CR,Darby Construction Services LLC,,LLC,No,No,,630 Ninth Avenue,Suite 911,New York,NY,10036,9144696449,12/26/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.99129 40.76025)
24-64NGS-CR,"DARCON CONSTRUCTION, INC.",,Corporation,No,No,,360 MEACHAM AVENUE,,ELMONT,NY,11003,5163582533,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,Yes,Yes,No,No,Yes,No,POINT (-73.69082 40.69827)
24-64R87-CR,"DarDrill, Inc.",,Corporation,No,No,,531 Fillmore Ave.,,Tonawanda,NY,14150,7166340484,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-78.85623 43.01529)
24-6347V-CR,"DARE OFFICE SOLUTIONS, INC.",,Corporation,No,No,,59 WELLINGTON RD S,,WEST HEMPSTEAD,NY,11552,5165346025,12/02/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.66296 40.70817)
25-64ZNP-CR,"Darius Masonry, Inc.",Darius Masonry Inc,Corporation,No,No,,11 Livingston St,,Bay Shore,NY,11706,6318413234,02/10/2025,02/10/2027,Active,Yes,,Yes,No,No,,,,,Yes,Yes,No,No,No,Yes,No,POINT (-73.22971 40.73293)
24-64R5S-CR,"Darlind Associates, Inc.",,Corporation,No,No,,PO Box 10,,LaGrangeville,NY,12540,8452235115,12/20/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-63SSA-CR,"Darrah Land Surveying, PLLC","Darrah Land Surveying, PLLC",LLC,Yes,No,,59 Lake Avenue,,Lake Luzerne,NY,12846,5187984692,11/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.8336 43.30947)
24-64NSV-CR,DARR CONSTRUCTION EQUIPMENT CORP.,,Corporation,Yes,No,,870 SYLVAN AVE,,BAYPORT,NY,11705,6314191801,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.0477 40.76529)
25-64COB-CR,Darwin G Saxton Jr,,Sole Proprietorship,No,No,,8390 Pinchen Road,,Arkport,NY,14807,6073829099,01/09/2025,01/09/2027,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.65522 42.40963)
24-648IH-CR,"Data Comm Consulting Group, Inc.",,Corporation,Yes,No,,57 Beach Street 2nd Floor,,Staten Island,NY,10304,7184480807,12/28/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.07807 40.62805)
24-63HXH-CR,"DAVCO MASONRY, LLC","Davco Masonry,LLC",LLC,No,No,,2107 4th Ave,,Watervliet,NY,12189,5182718467,12/05/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.70368 42.73161)
25-64J1J-CR,"DAVE DWORETZKY LAWNCARE, INC.",DAVE'S LAWN CARE,Corporation,No,No,,1 MCNAMARA LANE,,GOSHEN,NY,10924,8452940823,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.3815 41.35453)
24-64BOK-CR,DAVE ROSS CONSTRUCTION LLC,Dave Ross Construction LLC,LLC,No,No,,152 Pine Springs Drive,,Ticonderoga,NY,12883,5185853275,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.44442 43.83067)
24-64F9F-CR,"Dave's Odd Jobs, Inc.",D&C Contracting,Corporation,Yes,No,,111 N Central Park Ave,Suite 275,Hartsdale,NY,10530,9143585440,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,Yes,Yes,No,POINT (-73.79496 41.02279)
24-63774-CR,David A Konitzer,Delta Const Co,Sole Proprietorship,No,No,,3 Queen Anne Rd,,Amsterdam,NY,12010,5183784478,12/09/2024,12/29/2026,Active,No,Sole Proprietor,No,No,No,,,,,No,No,No,No,No,No,Yes,POINT (-74.21205 42.93667)
25-64UEG-CR,David and Goliath Construction Corporation,,Corporation,Yes,No,,7 Oakdale Drive,,Westbury,NY,11590,5162321731,01/29/2025,01/29/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.55824 40.76933)
24-64GG9-CR,"DAVID BARSUK, LLC",,Sole Proprietorship,No,No,,P.O. Box 258,,East Pembroke,NY,14056,5853563620,12/24/2024,12/29/2026,Active,No,Other,Yes,No,No,,,,,No,No,No,No,No,Yes,No,
24-64DTJ-CR,"DAVID SHULDINER, INC.",,Corporation,No,No,,35 IRVING AVENUE,,BROOKLYN,NY,11237,7183865200,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.92523 40.7052)
24-64ENY-CR,David W. Conrad,Southern Tier Fencing,Sole Proprietorship,No,No,,1922 McCurdy Road,,Wayland,NY,14572,6075900860,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.6281 42.53142)
24-635I9-CR,"Davies Office Refurbishing, Inc.",,Corporation,Yes,No,,40 Loudonville Road,,Albany,NY,12205,5184492040,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.74419 42.66724)
24-64DLL-CR,"DAVIS Inspection Service, Inc.",,Corporation,No,No,,200 N Monticello Dr,,Syracuse,NY,13205,3153820980,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.13872 43.00221)
24-64RDB-CR,"Davis Mechanical Service, Inc.",,Corporation,No,No,,6689 Old Collamer Road,,East Syracuse,NY,13057,3154639999,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.08364 43.09486)
25-64ANC-CR,"Davis Technologies Group, LLC",,LLC,Yes,No,,67 N MAIN STREET,Suite 100,NEW CITY,NY,10956,8453523901,02/12/2025,02/12/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.9902 41.15006)
24-64DGA-CR,"DAVIS-ULMER SPRINKLER COMPANY, INC.",,Corporation,No,No,,400 Meridian Center,Suite 330,Rochester,NY,14618,5855463670,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-77.58036 43.10214)
24-64F4C-CR,Davis Wallbridge Inc.,Davis Wallbridge Inc.,Corporation,No,No,,5861 Pyle Drive,,East Syracuse,NY,13057,3154205847,12/23/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-76.04823 43.05501)
25-64AVZ-CR,"D. A. WILLIAMS MASONRY, INC.",,Corporation,No,No,,241 Lundingtonville Rd,,HOLMES,NY,12531,8458782600,02/13/2025,02/13/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.65666 41.48766)
24-63515-CR,"Day Automation Systems, Inc.",,Corporation,No,No,,7931 Rae Blvd,,Victor,NY,14564,5859244630,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.4706 42.99893)
25-64PG6-CR,"DayCo Mechanical Services, Inc.","DayCo Mechanical Services, Inc.",Corporation,No,No,,1168 Bruynswick Rd,,Gardiner,NY,12525,8452558605,01/10/2025,01/10/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-74.20987 41.69365)
24-63H6R-CR,Daylite Window Repair Services Inc.,,Corporation,Yes,No,,145 W John Street,,Hicksville,NY,11801,5163055588,12/06/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.53243 40.76747)
24-64NFS-CR,DBC CONSTRUCTION MANAGEMENT GROUP LLC,,LLC,No,No,,481 Manhattan Avenue,,New York,NY,10027,2122222494,12/17/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.95488 40.80768)
24-64Y57-CR,D & B Cousins Construction Corp.,,Corporation,No,No,,534 Main Street,,Westbury,NY,11590,5162805431,12/13/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.56644 40.75648)
24-64DKL-CR,DBH SHEET METAL CORP.,BLAKE SHEET METAL,Corporation,No,No,,118 KEYLAND CT.,,BOHEMIA,NY,11716,6315634084,12/18/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,Yes,No,Yes,No,POINT (-73.09858 40.77675)
25-64JQC-CR,DBM Custom Millwork LLC,,LLC,No,No,,941 McLean Avenue,Suite 477,Yonkers,NY,10704,9147272972,01/02/2025,01/02/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.86691 40.90365)
24-64BPZ-CR,"D & B Service and Insulation Co., Inc.",,Corporation,No,No,,1 Stephan St,,Kingston,NY,12401,8453382859,12/16/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.99744 41.93464)
24-64EZO-CR,"D.C.B. ELEVATOR CO., INC.","DCB Elevator Co., Inc.",Corporation,Yes,No,,PO Box 426,,Lewiston,NY,14092,7167541645,12/30/2024,12/30/2026,Active,Yes,,Yes,No,No,,,,,No,No,Yes,No,No,Yes,No,
24-63HYB-CR,"D.C. Building Systems, Inc.",,Corporation,No,No,,1015 Water Street,,Watertown,NY,13601,3157859884,12/04/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.87695 43.98021)
24-6338B-CR,"D. CLARK DISTRIBUTORS, LLC",,LLC,No,No,,6112 Collett Rd,,Farmington,NY,14425,5859245480,11/25/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-77.35904 42.98565)
24-64D9K-CR,DCMC Construction LLC,DCMC Construction LLC,LLC,Yes,No,,20 Horseshoe Drive,,Selkirk,NY,12158,5183305105,12/19/2024,12/29/2026,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-73.81056 42.57125)
25-64V7T-CR,DD& N Contracting LLC,,LLC,No,No,,11189 Bellingertown Rd,,Forestport,NY,13338,6075432197,01/08/2025,01/08/2027,Active,Yes,,Yes,No,No,,,,,No,No,No,No,No,Yes,No,POINT (-75.14385 43.42809)
