Business Name,DBA Name,Business Type,Business is MWBE Owned,Business is Publicly Traded,Business Officers,Address,Address 2,City,State,Zip Code,Phone,Issued Date,Business has a NYS DOL Employer Registration Number,Reason business does not have a NYS DOL Employer Registration Number,Business has a WCB Employer Number,Business has outstanding wage assessments,Business has been debarred,Debarment State or Federal Law,Debarment State,Debarment Start Date,Debarment End Date,Business has final determination for violation of Labor or Tax Law,Business has final determination safety standard violations,Business is associated with an apprenticeship program,Business is sponsor of a program,Business is signatory to a group program,Business has Workers Compensation Insurance,Business is exempt from Workers Compensation Insurance
CHESTERFIELD ASSOCIATES INC,NO DBA,Corporation,No,No,None Listed,PO BOX 1229,NOT APPLICABLE,WESTHAMPTON BEACH,NY,11978,6312885100,11/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No
CHIMERA INTEGRATIONS LLC,CHIMERA INTEGRATIONS LLC,LLC,No,No,None Listed,6437 COLLAMER RD,NOT APPLICABLE,EAST SYRACUSE,NY,13057,3158492080,12/16/2024,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CHIMNEY DESIGN SOLUTIONS INC,SLTNS ENGINEERED SYSTEMS LLC,Corporation,No,No,None Listed,PO BOX 187,NOT APPLICABLE,GLEN ROCK,NJ,7452,9734278600,1/7/2025,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CHIODO HEATING AIR CONDITIONING REFRIGERATION INC,NO DBA,Corporation,No,No,None Listed,618 WOLF ST,NOT APPLICABLE,SYRACUSE,NY,13208,3154717747,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CHIP KRONAU CONSTRUCTION EQUIPMENT INC,NO DBA,Corporation,No,No,None Listed,PO BOX 216,NOT APPLICABLE,POESTENKILL,NY,12140,5182836090,11/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CHRISANNTHA CONSTRUCTION CORPORATION,NO DBA,Corporation,No,No,None Listed,PO BOX 214,NOT APPLICABLE,GORHAM,NY,14461,5855266331,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CHRISTA CONSTRUCTION LLC,NO DBA,LLP,No,No,None Listed,64 COMMERCIAL ST,SUITE 401,ROCHESTER,NY,14614,5859243050,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
CHRISTIANA MILLWORK INC,NO DBA,Corporation,No,No,None Listed,4755 JAMESVILLE RD,NOT APPLICABLE,JAMESVILLE,NY,13078,3154929099,12/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CHRISTOPHER G YANTCH,YANTCH PLASTER  STUCCO SYSTEMS LLC,LLC,No,No,None Listed,5151 W LK RD,NOT APPLICABLE,AUBURN,NY,13021,3152535167,12/10/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
CHRYSALIS ARCHAEOLOGICAL CONSULTANTS INC,CHRYSALIS ARCHAEOLOGY,Corporation,Yes,No,None Listed,4110 QUENTIN RD,NOT APPLICABLE,BROOKLYN,NY,11234,7186453962,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CHS SERVICES GROUP INC,NO DBA,Corporation,Yes,No,None Listed,8 PASSAIC AVE,NOT APPLICABLE,KEARNY,NJ,7032,8003577474,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CIANCIO MECHANICAL INC,NO DBA,Corporation,No,Yes,Sebastian  ciancio,321 CRESCENT ST,NOT APPLICABLE,JAMESTOWN,NY,14701,7166644818,1/16/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CID LLC,NO DBA,LLC,No,No,None Listed,40 HUMBOLT ST,NOT APPLICABLE,ROCHESTER,NY,14609,5853039747,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CIG DIGITAL INC,CIG DIGITAL INC,Corporation,No,No,None Listed,140 N BROADWAY,CT5,IRVINGTON,NY,10533,9146100923,1/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CIMINO PROPERTIES LLC,NO DBA,LLC,No,No,None Listed,21 RIV OAK DR,NOT APPLICABLE,ROCHESTER,NY,14612,5853708704,1/22/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CINDY A SCULTHORPE,WILLIAM THOMAS CARPENTRY LLC,LLC,No,No,None Listed,531 ELTON ADELPHIA RD,NOT APPLICABLE,FREEHOLD,NJ,7728,7326162408,1/10/2025,No,Out of State,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
CIPCO BOARDING CO INC,CIPCO BOARDING CO INC,Corporation,No,No,None Listed,PO BOX 824,NOT APPLICABLE,LYNBROOK,NY,11563,5165361135,1/22/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CIR ELECTRICAL CONSTRUCTION CORPORATION,NO DBA,Corporation,No,No,None Listed,2517 LONG RD,NOT APPLICABLE,GRAND ISLAND,NY,14072,7163625000,12/10/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CITADEL SERVICES INC,NO DBA,Corporation,No,No,None Listed,PO BOX 69,NOT APPLICABLE,ASHVILLE,NY,14710,7167634567,11/20/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
CITNALTA CONSTRUCTION CORP,NO DBA,Corporation,No,No,None Listed,1601 LOCUST AVE,NOT APPLICABLE,BOHEMIA,NY,11716,6315631110,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No
CITNALTA FORTE JOINT VENTURE,CITNALTA CONSTRUCTION CORP,Partnership,No,No,None Listed,1601 LOCUST AVE,NOT APPLICABLE,BOHEMIA,NY,11716,6315631110,12/20/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITNALTA SCALAMANDRE JV,CITNALTA CONSTRUCTION CORP,Partnership,No,No,None Listed,1601 LOCUST AVE,NOT APPLICABLE,BOHEMIA,NY,11716,6315631110,12/27/2024,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITNALTATAP JOINT VENTURE,CITNALTA CONSTRUCTION CORP,Partnership,No,No,None Listed,1601 LOCUST AVE,NOT APPLICABLE,BOHEMIA,NY,11716,6315631110,1/3/2025,No,Other,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITY CODE CONSTRUCTION LLC,NO DBA,Corporation,Yes,No,None Listed,247 BLEECKER ST,NOT APPLICABLE,NEW YORK,NY,10014,9179928525,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITY  COUNTY PAVING CORP,NO DBA,Corporation,No,No,None Listed,1475 EAST 222ND ST,NOT APPLICABLE,BRONX,NY,10469,7187671555,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CITY ERECTORS INC,NO DBA,Corporation,No,No,None Listed,44 FAIRFIELD PL,NOT APPLICABLE,WEST CALDWELL,NJ,7006,9732278830,1/3/2025,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
CITY EVOLUTIONARY CONSTRUCTION LIMITED LIABILITY COMPANY,NO DBA,LLC,Yes,No,None Listed,320 CASANOVA ST,NOT APPLICABLE,BX,NY,10474,7186766223,2/4/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITYGATE ELECTRICAL LLC,NO DBA,Corporation,Yes,No,None Listed,1466 LK RD WEST FORK,NOT APPLICABLE,HAMLIN,NY,14464,5856364030,12/23/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,No,No,Yes,No
CITY GRID ELECTRIC CORP,NO DBA,Corporation,Yes,No,None Listed,801 CHURCH AVE,NOT APPLICABLE,BROOKLYN,NY,11218,7184401770,2/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITY HILL EXCAVATING INC,CITY HILL CONSTRUCTION,Corporation,No,No,None Listed,2199 STATE ROUTE 14,NOT APPLICABLE,PENN YAN,NY,14527,3155363694,12/9/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITYMARK STRIPING LLC,NO DBA,LLC,Yes,No,None Listed,PO BOX 12981,NOT APPLICABLE,ALBANY,NY,12212,5184890676,1/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITY SAFETY COMPLIANCE CORP,NO DBA,Corporation,No,No,None Listed,29 WEST 38TH ST,12TH FLOOR,NEW YORK,NY,10018,2126837200,12/13/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CITY STORE GATES MFG CORP,NO DBA,Corporation,No,No,None Listed,1520 129TH ST,NOT APPLICABLE,COLLEGE POINT,NY,11356,7189399700,12/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITY TRANSIT MIX INC,CITY TRANSIT MIX INC,Corporation,No,No,None Listed,10417 148 ST,NOT APPLICABLE,JAMAICA,NY,11435,7185231488,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITY VIEW BLINDS OF NEW YORK SERVICE CORP,NO DBA,Corporation,Yes,No,None Listed,505 8TH AVE,SUITE 402,NEW YORK,NY,10018,2126430203,1/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CITYWIDE ENVIRONMENTAL SERVICES LLC,NO DBA,Unknown,Yes,No,None Listed,15117 6TH RD,NOT APPLICABLE,WHITESTONE,NY,11357,7182372849,12/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
CIVETTACOUSINS JV LLC,NO DBA,LLC,No,No,None Listed,1100 EAST 156TH ST,NOT APPLICABLE,BRONX,NY,10474,7189915100,1/12/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,No,No,No,Yes,No
CIVETTA MECHANICAL LLC,NO DBA,LLC,No,No,None Listed,113 EDISON AVE,NOT APPLICABLE,MT VERNON,NY,10550,7188803884,12/24/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
CIVIL CONSTRUCTION GROUP LLC,NO DBA,LLC,No,No,None Listed,1690 STATE HWY A,8 SUITE,MOUNT UPTON,NY,13809,6078674025,12/13/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CIVIL CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,74 MAIN ST,FL 2,WOODBRIDGE,NJ,7095,2019431500,1/9/2025,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CIVIL TEC ENGINEERING  SURVEYING PC,CIVIL TEC ENGINEERING SURVEYING PC,Corporation,Yes,No,None Listed,139 LAFAYETTE AVE,NOT APPLICABLE,SUFFERN,NY,10901,8455472241,12/10/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CJ BROWN ENERGY  ENGINEERING PC,NO DBA,Corporation,No,No,None Listed,4245 UNION RD,SUITE 204,CHEEKTOWAGA,NY,14225,7165859190,1/8/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CJ DRILLING INC,NO DBA,Corporation,Yes,No,None Listed,19N041 GALLIGAN RD,NOT APPLICABLE,DUNDEE,IL,60118,8476698000,12/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CJGEO INC,NO DBA,Corporation,No,No,None Listed,3402 ACORN ST,SUITE 202,WILLIAMSBURG,VA,23188,7572558359,12/19/2024,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CJG GENERAL CONSTRUCTION INC,NO DBA,Corporation,Yes,No,None Listed,13514 125TH ST,NOT APPLICABLE,SOUTH OZONE PARK,NY,11420,3474061117,2/10/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CJ HEATING  MECHANICAL CORP,NO DBA,Corporation,Yes,No,None Listed,791 E 132ND ST,NOT APPLICABLE,BRONX,NY,10454,9176799829,1/3/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CJ MARLY CONSTRUCTION INC,NO DBA,Corporation,No,No,None Listed,4701 NORTH ST RD,NOT APPLICABLE,MARCELLUS,NY,13108,3157271816,1/9/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
C  K INSULATION INC,NO DBA,Corporation,No,No,None Listed,179 DIMMOCK HL RD,NOT APPLICABLE,BINGHAMTON,NY,13905,6077706112,12/6/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,Yes,Yes,No
CKM ELECTRICAL SERVICES INC,CKM ELECTRICAL SERVICES INC,Corporation,No,No,None Listed,216 ELK ST,NOT APPLICABLE,ALBANY,NY,12210,5185887600,1/29/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CLA AND SONS TRUCKING INC,NO DBA,Corporation,Yes,No,None Listed,47 MARSHALL AVE,NOT APPLICABLE,SCHENECTADY,NY,12304,5183659899,11/22/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLAEYS ROCHESTER HARDWOOD FLOORS OF UTICA INC,NO DBA,Corporation,No,No,None Listed,PO BOX 4415,NOT APPLICABLE,UTICA,NY,13504,3157356834,12/20/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLAFLIN SERVICE COMPANY,NO DBA,Corporation,No,No,None Listed,1206 JEFFERSON BLVD,NOT APPLICABLE,WARWICK,RI,2886,8003382372,12/2/2024,No,Out of State,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLA INSTALLATIONS LLC,NO DBA,LLC,No,No,None Listed,2117 BUFFALO RD,SUITE 289,ROCHESTER,NY,14624,5859671856,11/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
C LANCELOT SCHEDULING SERVICES INC,NO DBA,Corporation,Yes,No,None Listed,2 EASTVIEW RD,NOT APPLICABLE,LATHAM,NY,12110,5189441111,12/3/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,No,Yes
CLARENCE WALL AND CEILING INC,NO DBA,Corporation,No,No,None Listed,PO BOX 18,NOT APPLICABLE,CLARENCE,NY,14031,7167592944,12/31/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
CLARITY WATER TECHNOLOGIES LLC,NO DBA,LLC,No,No,None Listed,87 HUNT RD,NOT APPLICABLE,ORANGEBURG,NY,10962,4408213000,2/7/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLARK RIGGING  RENTAL CORP,CLARK RIGGING  RENTAL CORP,Corporation,No,No,None Listed,500 OHIO ST,NOT APPLICABLE,LOCKPORT,NY,14094,7164334600,12/13/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CLARKSTOWN FIRE AND SAFETY INC,NO DBA,Corporation,No,No,None Listed,PO BOX 9091,NOT APPLICABLE,BARDONIA,NY,10954,8455233200,1/28/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLASSIC ENVIRONMENTAL INC,CLASSIC ENVIRONMENTAL INC,Corporation,No,No,None Listed,112 WADE RD,NOT APPLICABLE,LATHAM,NY,12110,5189033594,12/3/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLASSIC FLOOR FINISHING INC,NO DBA,Corporation,No,No,None Listed,150 COOPER RD,H21,WEST BERLIN,NJ,8091,8567191919,12/12/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLASSIC VALET PARKING INC,NO DBA,Corporation,No,No,None Listed,92 NORTH AVE,SUITE 200,NEW ROCHELLE,NY,10801,9145762082,1/21/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLAVERACK WELL  PUMP SERVICE LLC,CLAVERACK WELL  PUMP SERVICE LLC,Corporation,No,No,None Listed,8960 NY22,NOT APPLICABLE,HILLSDALE,NY,12529,5183254679,12/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
C  L CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,1981 MARCUS AVE,SUITE E106,LAKE SUCCESS,NY,11042,5163264460,12/13/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLEAN AIR COMPANY INC,NO DBA,Corporation,No,No,None Listed,428 NEW BRUNSWICK AVE,NOT APPLICABLE,FORDS,NJ,8863,7327388818,12/3/2024,No,Out of State,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,Yes,No,Yes,No
CLEAN AIR QUALITY SERVICE INC,NO DBA,Corporation,No,No,None Listed,161 BRADY AVE,NOT APPLICABLE,HAWTHORNE,NY,10532,9147697700,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CLEAN GLOBE ENVIRONMENTAL LLC,NO DBA,LLC,No,No,None Listed,34 CAIN DR,NOT APPLICABLE,BRENTWOOD,NY,11717,6312670101,1/21/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLEAN MD COMMERCIAL CLEANING INC,CLEAN MD,Corporation,Yes,No,None Listed,3176 ABBOTT RD,100W,ORCHARD PARK,NY,14127,7166718068,12/27/2024,No,Other,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLEANSCAPES LLC,CLEANSCAPES,LLC,No,No,None Listed,11100 TRANSIT RD,NOT APPLICABLE,EAST AMHERST,NY,14051,7168182320,11/29/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLEAR IT OUT CONTRACTING LLC,NO DBA,LLC,Yes,No,None Listed,211 TECUMSEH AVE,NOT APPLICABLE,MOUNT VERNON,NY,10553,9148796552,12/13/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLEAR RIVER ENVIRONMENTAL SERVICE CORP,NO DBA,Corporation,No,No,None Listed,847 11TH ST,NOT APPLICABLE,RONKONKOMA,NY,11779,6314675447,12/16/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CL ELECTRIC CORP,NO DBA,Corporation,No,No,None Listed,7914 ROOSEVELT AVE,NOT APPLICABLE,JACKSON HEIGHTS,NY,11372,3472395070,1/14/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLEVELAND BROTHERS LANDSCAPING INC,CLEVELAND BROTHERS LANDSCAPING INC,LLC,No,No,None Listed,215 MAPLE ST,NOT APPLICABLE,CORINTH,NY,12822,5186547064,12/17/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
C  L GENERAL CONTRACTING INC,NO DBA,Corporation,No,No,None Listed,460 MAIN ST,SUITE 3,ONEONTA,NY,13820,6073761233,1/13/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLIFFSIDE INDUSTRIES INC,NO DBA,Corporation,No,No,None Listed,323 GLN CV AVE,NOT APPLICABLE,SEA CLIFF,NY,11579,5164044194,1/6/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLIFTON ARCHITECTURAL GLASS  METAL CO INC,NO DBA,LLC,No,No,None Listed,15 JUST RD,CLIFTON ARCHITECTURAL GLASS,FAIRFIELD,NJ,7004,9732876162,12/19/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CLIFTON PARK INSTALLATIONS LLC,NO DBA,LLC,No,No,None Listed,3 LIEBICH LN,SUITE 1,CLIFTON PARK,NY,12065,5183717007,11/26/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,No,Yes,No
CLIFTON RECYCLING INC,NO DBA,Corporation,No,No,None Listed,3400 CT ST,NOT APPLICABLE,SYRACUSE,NY,13206,3154631170,1/7/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLIMATEC LLC,NO DBA,LLC,No,No,None Listed,2851 W KATHLEEN RD,NOT APPLICABLE,PHOENIX,AZ,85053,6029443330,1/22/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLINICAL STAFFING RESOURCES CORP,CLINICAL STAFFING RESOURCES CORP,Corporation,No,No,None Listed,420 BROADWAY,NOT APPLICABLE,BROOKLYN,NY,11211,5166659300,12/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
C  L MECHANICAL CORP,NO DBA,Corporation,No,No,None Listed,48 PHEASANT WAY,NOT APPLICABLE,SOUTH GLENS FALLS,NY,12803,5185318998,12/5/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
CLOVE EXCAVATORS INC,NO DBA,Corporation,No,No,None Listed,212 VAN WAGNER RD,NOT APPLICABLE,POUGHKEEPSIE,NY,12603,8454525030,12/2/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Yes,No,Yes,Yes,No,Yes,No
CLOVER CONTRACTING CORP,NO DBA,Corporation,No,No,None Listed,15 CLOVER DR,NOT APPLICABLE,SMITHTOWN,NY,11787,6312639312,1/22/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLOVER LEAF NURSERIES INC,NO DBA,Corporation,No,No,None Listed,52 EAST ELMWOOD RD,NOT APPLICABLE,MENANDS,NY,12204,5184656074,11/27/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,Yes,No,Yes,Yes,No
CL SHUTTLEWORTH ENTERPRISES LLC,NO DBA,LLC,No,No,None Listed,1437 STATE ROUTE 5 AND 20,NOT APPLICABLE,GENEVA,NY,14456,3157891109,12/30/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CLS PROJECT SOLUTIONS INC,NO DBA,Corporation,Yes,No,None Listed,2 HUDSON PL,SUITE 301,HOBOKEN,NJ,7030,7324107510,12/18/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CL VISUAL INC,NO DBA,Corporation,Yes,No,None Listed,30 REITH ST,NOT APPLICABLE,COPIAGUE,NY,11726,6314644526,1/28/2025,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CMAC COMMUNICATIONS INC,NO DBA,Corporation,No,No,None Listed,74 ROSEHILL RD,NOT APPLICABLE,BARNEGAT,NJ,8005,2153919999,1/6/2025,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CMAC ELECTRIC CORP,NO DBA,Corporation,No,No,None Listed,74 ROSEHILL RD,FIRST FLOOR,BARNEGAT,NJ,8005,6094548912,1/4/2025,Yes,Not Applicable,No,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,No,No,No,No,Yes,No
CM ARMITAGE INC,NO DBA,Corporation,No,No,None Listed,723 WASHINGTON AVE,NOT APPLICABLE,ROCHESTER,NY,14617,5852660346,12/11/2024,Yes,Not Applicable,Yes,No,No,Not Applicable,Not Applicable,Not Applicable,Not Applicable,No,Yes,Yes,Yes,Yes,Yes,No
