Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose, Prime Contract Current Amount , Prime Contract Original Amount , Prime Vendor Spend to Date ,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business
CT185020248807381,Yes,Sub Vendor,NICHOLSON & GALLOWAY INC,Non-M/WBE,Bronx County Courthouse Exterior Rehabilitation, $-   , $-   , $-   ,6/3/2024,6/3/2026,6/22/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0090001,,-,-,AMJ ELECTRIC CORP,Black American,"Furnish, Install, and remove temporary electric.",No Subcontract Payments Submitted,Construction Services,871319,871319,0,6/3/2024,6/3/2026,002,No ,No 
CT185020248807381,Yes,Sub Vendor,NICHOLSON & GALLOWAY INC,Non-M/WBE,Bronx County Courthouse Exterior Rehabilitation, $-   , $-   , $-   ,6/3/2024,6/3/2026,6/22/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0090001,,-,-,PRESTIGE DEVELOPMENT SERVICES INC,Hispanic American,Interior and exterior abatement,ACCO Reviewing Subcontract,Construction Services,1975000,1975000,0,6/3/2024,6/3/2026,005,Yes,No 
CT185020248807381,Yes,Sub Vendor,NICHOLSON & GALLOWAY INC,Non-M/WBE,Bronx County Courthouse Exterior Rehabilitation, $-   , $-   , $-   ,6/3/2024,6/3/2026,6/22/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0090001,,-,-,AMG DEMOLITION INC,Women (Non-Minority),"Demolition and disposal of existing backup masonry at parapet, green roof overburden, pavers, facade piers stones and backup, facade corner stones and backup, interior plaster and carpentry demolition, material hoisting.",No Subcontract Payments Submitted,Construction Services,2065875,2065875,0,6/3/2024,6/3/2026,004,Yes,No 
CT185020248807381,Yes,Sub Vendor,NICHOLSON & GALLOWAY INC,Non-M/WBE,Bronx County Courthouse Exterior Rehabilitation, $-   , $-   , $-   ,6/3/2024,6/3/2026,6/22/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0090001,,-,-,SAFWAY ATLANTIC LLC,Non-M/WBE,"Furnish, install, and remove sidewalkshed, pipe scaffold, hoist/stair towers, trolley beams, loading docks, plywood protection, chainlink fence and gates.",No Subcontract Payments Submitted,Construction Services,6750000,6750000,0,6/3/2024,6/3/2026,003,No ,No 
CT185020248807381,Yes,Sub Vendor,NICHOLSON & GALLOWAY INC,Non-M/WBE,Bronx County Courthouse Exterior Rehabilitation, $-   , $-   , $-   ,6/3/2024,6/3/2026,6/22/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0090001,,-,-,UNITED IRON INC.,Non-M/WBE,"Steel repairs, metal deck, ladders, stairs, flagpole repairs.",No Subcontract Payments Submitted,Construction Services,886150,886150,0,6/3/2024,6/3/2026,006,No ,No 
CT185020248807029,Yes,Prime Vendor,MASPETH SUPPLY CO LLC,Non-M/WBE,REPLACEMENT OF DISTRIBUTION WATER MAIN AND APPURTENANCES," $12,990,577.22 "," $12,990,577.22 ", $-   ,11/4/2024,11/3/2026,5/15/2024,No ,No ,Department of Design and Construction,1015587131,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0014001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT185020248807029,Yes,Sub Vendor,MASPETH SUPPLY CO LLC,Non-M/WBE,REPLACEMENT OF DISTRIBUTION WATER MAIN AND APPURTENANCES, $-   , $-   , $-   ,11/4/2024,11/3/2026,5/15/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0014001,,-,-,"AMERICAN ENV. SOLUTIONS, INC.",Non-M/WBE,Construction Testing and Reports,ACCO Reviewing Subcontract,Construction Services,60000,60000,0,12/9/2024,11/3/2026,021,No ,No 
CT185020248807029,Yes,Sub Vendor,MASPETH SUPPLY CO LLC,Non-M/WBE,REPLACEMENT OF DISTRIBUTION WATER MAIN AND APPURTENANCES, $-   , $-   , $-   ,11/4/2024,11/3/2026,5/15/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0014001,,-,-,EJJ CONSTRUCTION INC,Black American,Trucking,ACCO Reviewing Subcontract,Construction Services,50000,50000,0,11/4/2024,11/3/2026,020,No ,No 
CT185020248807029,Yes,Sub Vendor,MASPETH SUPPLY CO LLC,Non-M/WBE,REPLACEMENT OF DISTRIBUTION WATER MAIN AND APPURTENANCES, $-   , $-   , $-   ,11/4/2024,11/3/2026,5/15/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0014001,,-,-,J RAMBO LLC,Hispanic American,Trucking,No Subcontract Payments Submitted,Construction Services,325000,325000,0,11/4/2024,11/3/2026,010,No ,No 
CT185020248807029,Yes,Sub Vendor,MASPETH SUPPLY CO LLC,Non-M/WBE,REPLACEMENT OF DISTRIBUTION WATER MAIN AND APPURTENANCES, $-   , $-   , $-   ,11/4/2024,11/3/2026,5/15/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"IOTB CONSTRUCTION, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0014001,,-,-,"AMC ENGINEERING, PLLC",Hispanic American,Environmental Services and Reports,No Subcontract Payments Submitted,Construction Services,25000,25000,0,11/4/2024,11/3/2026,009,No ,No 
CT185020248806784,Yes,Prime Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL)," $33,208,400.00 "," $33,208,400.00 "," $2,180,086.00 ",5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,1015467664,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,TRANSEL ELEVATOR & ELECTRIC INC,Non-M/WBE,Furnish and Install Elevator,ACCO Reviewing Subcontract,Construction Services,314600,314600,0,6/3/2024,5/20/2026,019,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,A & V STEEL LLC,Asian American,Steel,No Subcontract Payments Submitted,Construction Services,1215000,1215000,0,6/3/2024,5/20/2026,018,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,A & V STEEL LLC,Asian American,Steel,No Subcontract Payments Submitted,Construction Services,1215000,1215000,0,6/3/2024,5/20/2026,018,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,Cornerstone Surveyors PC,Non-M/WBE,Surveying Services,No Subcontract Payments Submitted,Construction Services,3000,3000,0,6/3/2024,5/6/2026,017,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,"Pearls Construction, LLC",Non-M/WBE,Pre construction,No Subcontract Payments Submitted,Construction Services,14450,14450,0,6/3/2024,5/20/2026,016,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,TerraSure Services llc,Non-M/WBE,Vibration Monitoring,No Subcontract Payments Submitted,Construction Services,9275,9275,0,6/3/2024,5/20/2026,009,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,MFM Contracting Corp.,Non-M/WBE,Site utilities,No Subcontract Payments Submitted,Construction Services,491500,491500,0,6/3/2024,5/20/2026,008,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,SIRINA FIRE PROTECTION CORP,Hispanic American,Sprinkler Installation,No Subcontract Payments Submitted,Construction Services,349300,349300,0,6/3/2024,5/20/2026,007,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,DREAMLAND SECURITY SERVICES INC,Black American,Security / Fire Watch Guard Services,No Subcontract Payments Submitted,Construction Services,114259,114259,0,6/3/2024,5/20/2026,006,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,JUSTIN GROUP INC,Women (Non-Minority),Fuel Tank Installation,No Subcontract Payments Submitted,Construction Services,830000,830000,0,6/3/2024,5/20/2026,005,Yes,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,TRIBECA ELECTRICAL CORP,Black American,Electrical,No Subcontract Payments Submitted,Construction Services,2700000,2700000,0,6/3/2024,5/20/2026,002,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,COLE PARTNERS INC,Black American,"Erosion control, excavation/backfill, foundation piles, site work, demolition, SOE work, foundation work, superstructure, BPP work",No Subcontract Payments Submitted,Construction Services,4999000,4999000,0,6/3/2024,5/20/2026,001,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,PAR PLUMBING CO INC THE PAR GROUP,Non-M/WBE,Plumbing,No Subcontract Payments Submitted,Construction Services,989000,989000,0,6/3/2024,5/20/2026,004,No ,No 
CT185020248806784,Yes,Sub Vendor,"N.S.P. ENTERPRISES, INC.",Non-M/WBE,New EMS Station 17 (Large GC PQL), $-   , $-   , $-   ,5/14/2024,5/20/2026,4/19/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,CONSTRUCTION-BUILDINGS,Construction Services,85023B0081001,,-,-,SHONA MECHANICAL INC,Non-M/WBE,Mechanical,No Subcontract Payments Submitted,Construction Services,2185000,2185000,0,6/3/2024,5/20/2026,003,No ,No 
CT185020248806779,Yes,Prime Vendor,EN-TECH INFRASTRUCTURE LLC,Non-M/WBE,Emergency Sewer Lining Contract - Citywide," $13,874,094.00 "," $13,874,094.00 "," $1,859,674.38 ",7/1/2024,6/30/2025,4/22/2024,No ,No ,Department of Design and Construction,1016299955,6,-,REQUIREMENTS-CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Construction Services,85024B0027001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT185020248806779,Yes,Sub Vendor,EN-TECH INFRASTRUCTURE LLC,Non-M/WBE,Emergency Sewer Lining Contract - Citywide, $-   , $-   , $-   ,7/1/2024,6/30/2025,4/22/2024,No ,No ,Department of Design and Construction,,6,-,REQUIREMENTS-CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Construction Services,85024B0027001,,-,-,NATIONAL WATER MAIN CLEANING CO,Non-M/WBE,Sewer Cleaning and TVing,No Subcontract Payments Submitted,Construction Services,150000,150000,0,9/30/2024,6/30/2025,001,No ,No 
CT185020248806582,Not Required,Prime Vendor,CG INDUSTRIAL SAFETY INC,Women (Non-Minority),Personal Protection Equipment- Safety Helmets," $36,750.00 "," $36,750.00 "," $36,750.00 ",4/5/2024,6/30/2024,3/22/2024,Yes,No ,Department of Design and Construction,,1,-,CONSTRUCTION,M/WBE SMALL PURCHASE,EQUIPMENT GENERAL,Construction Services,85024W0002001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT185020248806167,Yes,Prime Vendor,"SEA BREEZE GENERAL CONSTRUCTION, INC.",Non-M/WBE,Corona Health Center Renovation - Borough of Queens," $9,646,110.00 "," $9,646,110.00 "," $1,136,190.00 ",5/6/2024,5/6/2026,4/3/2024,No ,No ,Department of Design and Construction,1015288241,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0026001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT185020248806167,Yes,Sub Vendor,"SEA BREEZE GENERAL CONSTRUCTION, INC.",Non-M/WBE,Corona Health Center Renovation - Borough of Queens, $-   , $-   , $-   ,5/6/2024,5/6/2026,4/3/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0026001,,-,-,BK Construction SVCS Inc,Asian American,"INSTALLATION AND MAINTENANCE OF SIDEWALK SHED, SCAFFOLD, FACADE AND MASONRY RENNOVATION SCOPE OF WORK.",No Subcontract Payments Submitted,Construction Services,1278000,1278000,0,7/15/2024,4/14/2026,006,Yes,No 
CT185020248806167,Yes,Sub Vendor,"SEA BREEZE GENERAL CONSTRUCTION, INC.",Non-M/WBE,Corona Health Center Renovation - Borough of Queens, $-   , $-   , $-   ,5/6/2024,5/6/2026,4/3/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0026001,,-,-,PRECISION ELECTRICAL CONTRACTOR CORP,Hispanic American,"ELECTRICAL, FIRE ALARM, AND SECURITY SYSTEM SCOPE OF WORK",No Subcontract Payments Submitted,Construction Services,490000,490000,0,7/15/2024,4/14/2026,005,No ,No 
CT185020248806167,Yes,Sub Vendor,"SEA BREEZE GENERAL CONSTRUCTION, INC.",Non-M/WBE,Corona Health Center Renovation - Borough of Queens, $-   , $-   , $-   ,5/6/2024,5/6/2026,4/3/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0026001,,-,-,VARSITY PLUMBING & HEATING INC,Non-M/WBE,"Plumbing work related to new sink, new non-freeze hydrant, and roof drains.",No Subcontract Payments Submitted,Construction Services,37710,37710,0,6/10/2024,4/13/2026,002,No ,No 
CT185020248806167,Yes,Sub Vendor,"SEA BREEZE GENERAL CONSTRUCTION, INC.",Non-M/WBE,Corona Health Center Renovation - Borough of Queens, $-   , $-   , $-   ,5/6/2024,5/6/2026,4/3/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0026001,,-,-,Rennon Construction,Asian American,"ALL MASONRY, CONCRETE, NEW WINDOW INSTALLATION AND REPAIRS",ACCO Rejected Subcontract,Construction Services,1750000,1750000,0,6/14/2024,4/13/2026,004,No ,No 
CT185020248806167,Yes,Sub Vendor,"SEA BREEZE GENERAL CONSTRUCTION, INC.",Non-M/WBE,Corona Health Center Renovation - Borough of Queens, $-   , $-   , $-   ,5/6/2024,5/6/2026,4/3/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0026001,,-,-,"ACS SYSTEM ASSOCIATES, INC",Asian American,HVAC SCOPE OF WORK,No Subcontract Payments Submitted,Construction Services,255000,255000,0,6/14/2024,4/13/2026,003,No ,No 
CT185020248806167,Yes,Sub Vendor,"SEA BREEZE GENERAL CONSTRUCTION, INC.",Non-M/WBE,Corona Health Center Renovation - Borough of Queens, $-   , $-   , $-   ,5/6/2024,5/6/2026,4/3/2024,No ,No ,Department of Design and Construction,,1,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85023B0026001,,-,-,CMC ENVIRONMENTAL CORP,Hispanic American,ASBESTOS & LEAD BASED PAINT ABATEMENT,No Subcontract Payments Submitted,Construction Services,196000,196000,0,5/24/2024,2/2/2026,001,No ,No 
CT185020248806079,Yes,Prime Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC," $4,974,474.00 "," $4,974,474.00 "," $333,100.00 ",4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,1015488573,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,,-,-,-,-,-,0,0,0,-,-,-,No ,No 
CT185020248806079,Yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC, $-   , $-   , $-   ,4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,-,STRUCTURAL SYSTEMS INC,Non-M/WBE,STEEL INSTALLATION,ACCO Reviewing Subcontract,Construction Services,70000,70000,0,1/2/2025,3/10/2026,026,No ,No 
CT185020248806079,Yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC, $-   , $-   , $-   ,4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,-,AALCO TRANSPORT & STORAGE INC,Non-M/WBE,"Receive, Store and Rig Equipment",No Subcontract Payments Submitted,Construction Services,45325,45325,0,10/21/2024,3/10/2026,024,No ,No 
CT185020248806079,Yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC, $-   , $-   , $-   ,4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,-,"RJS Control Installations and Service, LLC",Non-M/WBE,CONTROL WORK,No Subcontract Payments Submitted,Construction Services,145000,145000,0,5/20/2024,3/30/2026,010,No ,No 
CT185020248806079,Yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC, $-   , $-   , $-   ,4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,-,"CUNNINGHAM DUCT CLEANING COMPANY, INC.",Non-M/WBE,Duct Cleaning,ACCO Reviewing Subcontract,Construction Services,13385,13385,0,5/20/2024,5/10/2026,005,No ,No 
CT185020248806079,Yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC, $-   , $-   , $-   ,4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,-,TOMCO MECHANICAL CORP,Non-M/WBE,Sheetmetal Work,No Subcontract Payments Submitted,Construction Services,330000,330000,0,5/20/2024,5/10/2026,008,No ,No 
CT185020248806079,Yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC, $-   , $-   , $-   ,4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,-,HORIZON CONTRACTING LLC,Non-M/WBE,Insulation Work,No Subcontract Payments Submitted,Construction Services,76000,76000,0,5/20/2024,5/10/2026,006,No ,No 
CT185020248806079,Yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC, $-   , $-   , $-   ,4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,-,"Romco Erectors, Inc.",Hispanic American,Steel Work,No Subcontract Payments Submitted,Construction Services,141000,141000,0,5/20/2024,5/10/2026,003,No ,No 
CT185020248806079,Yes,Sub Vendor,CDE AIR CONDITIONING CO INC,Non-M/WBE,New Dorp library HVAC, $-   , $-   , $-   ,4/10/2024,3/30/2026,4/3/2024,No ,No ,Department of Design and Construction,,2,-,CONSTRUCTION,PQVL COMPETITVE BID LIST,"CONSTRUCTION-BUILDINGS, POLLUTION REMEDIATION OBLIGATIONS",Construction Services,85024B0024001,,-,-,BTG CONTRACTING LLC,Women (Non-Minority),GC Work,No Subcontract Payments Submitted,Construction Services,725000,725000,0,5/20/2024,5/10/2026,002,Yes,No 
